youth_id,age,youth_county,youth_need_tags,resource_id,resource_name,resource_category,resource_county,eligibility_age_min,eligibility_age_max,matched_need_tags,match_score,default_priority,referral_method,website
YP-0376,16,Sussex,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;transition_support,33,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0376,16,Sussex,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0376,16,Sussex,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R005,People's Place Independent Living,Independent Living,Statewide,16,23,case_management;life_skills;transition_support,33,High,DFS referral or self-referral for 18-23,https://peoplesplace2.com/services/independent-living
YP-0376,16,Sussex,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0377,15,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0377,15,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0377,15,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0377,15,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living,R055,Delaware LGBTQ+ Resources and Organizations,LGBTQ+ Support,Statewide,0,99,education,12,Medium,Resource navigation,https://history.delaware.gov/lgbtq-history/local-lgbtq-resources-and-organizations/
YP-0377,15,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living,R024,Jobs for Delaware Graduates,Education & Employment,Statewide,14,21,career_readiness,12,Medium,School/program referral,https://jobsdegrads.org/
YP-0378,18,Kent,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;education;employment;financial_literacy;housing;life_skills,63,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0378,18,Kent,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support;young_adults,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;mentorship;transition_support,43,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0378,18,Kent,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support;young_adults,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0378,18,Kent,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support;young_adults,R005,People's Place Independent Living,Independent Living,Statewide,16,23,case_management;life_skills;transition_support,33,High,DFS referral or self-referral for 18-23,https://peoplesplace2.com/services/independent-living
YP-0378,18,Kent,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support;young_adults,R017,Big Brothers Big Sisters of Delaware,Mentorship,Statewide,6,18,mentorship;positive_adult,23,High,Enroll youth / mentor match inquiry,https://bbbsde.org/
YP-0379,18,New Castle,GED;career;credentials;education;employment;general_support;independent_living;job_training;paid_work;postsecondary;young_adults,R022,West End Education and Employment Department,Employment & Education,New Castle,16,24,GED;credentials;paid_work;postsecondary,43,High,Program inquiry,https://westendnh.org/programs/academic-education/
YP-0379,18,New Castle,GED;career;credentials;education;employment;general_support;independent_living;job_training;paid_work;postsecondary;young_adults,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0379,18,New Castle,GED;career;credentials;education;employment;general_support;independent_living;job_training;paid_work;postsecondary;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,education;employment,23,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0379,18,New Castle,GED;career;credentials;education;employment;general_support;independent_living;job_training;paid_work;postsecondary;young_adults,R021,Wilmington Housing Authority YouthBuild,Employment & Education,New Castle,16,24,GED;job_training,23,High,Program application,https://whadelaware.org/about-wha/employment-opportunities-and-training-programs/youthbuild
YP-0379,18,New Castle,GED;career;credentials;education;employment;general_support;independent_living;job_training;paid_work;postsecondary;young_adults,R023,The Challenge Program,Employment & Education,New Castle,16,24,GED;job_training,22,Medium,Program inquiry,https://www.challengeprogram.org/
YP-0380,13,New Castle,career;career_pathway;case_management;college;community;employment;financial_literacy;general_support;homelessness;housing;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,community;employment;mentorship,32,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0380,13,New Castle,career;career_pathway;case_management;college;community;employment;financial_literacy;general_support;homelessness;housing;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R017,Big Brothers Big Sisters of Delaware,Mentorship,Statewide,6,18,mentorship;positive_adult,23,High,Enroll youth / mentor match inquiry,https://bbbsde.org/
YP-0380,13,New Castle,career;career_pathway;case_management;college;community;employment;financial_literacy;general_support;homelessness;housing;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support;housing,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0380,13,New Castle,career;career_pathway;case_management;college;community;employment;financial_literacy;general_support;homelessness;housing;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,career,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0380,13,New Castle,career;career_pathway;case_management;college;community;employment;financial_literacy;general_support;homelessness;housing;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R046,Junior Achievement of Delaware,Financial Literacy & Career,Statewide,5,18,financial_literacy,12,Medium,School/community program inquiry,https://delaware.ja.org/
YP-0381,16,Kent,GED;career;case_management;credentials;education;employment;general_support;homelessness;housing;postsecondary;professional_skills;resume,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;education;employment;housing,43,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0381,16,Kent,GED;career;case_management;credentials;education;employment;general_support;homelessness;housing;postsecondary;professional_skills;resume,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0381,16,Kent,GED;career;case_management;credentials;education;employment;general_support;homelessness;housing;postsecondary;professional_skills;resume,R019,YMCA of Delaware Teen Workforce Development,Employment,Statewide,15,19,professional_skills;resume,23,High,Interest form / program enrollment,https://www.ymcade.org/teen-workforce-development/
YP-0381,16,Kent,GED;career;case_management;credentials;education;employment;general_support;homelessness;housing;postsecondary;professional_skills;resume,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0381,16,Kent,GED;career;case_management;credentials;education;employment;general_support;homelessness;housing;postsecondary;professional_skills;resume,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0382,19,Kent,academic_support;career_readiness;case_management;education;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;transition_support;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;education;financial_literacy;housing;life_skills,53,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0382,19,Kent,academic_support;career_readiness;case_management;education;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;transition_support;young_adults,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;transition_support,33,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0382,19,Kent,academic_support;career_readiness;case_management;education;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;transition_support;young_adults,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0382,19,Kent,academic_support;career_readiness;case_management;education;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;transition_support;young_adults,R005,People's Place Independent Living,Independent Living,Statewide,16,23,case_management;life_skills;transition_support,33,High,DFS referral or self-referral for 18-23,https://peoplesplace2.com/services/independent-living
YP-0382,19,Kent,academic_support;career_readiness;case_management;education;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;transition_support;young_adults,R002,DSCYF ASSIST / Aftercare 18-21,Aftercare,Statewide,18,21,housing;independent_living,23,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/il-provider-resources/
YP-0383,16,New Castle,academic_support;career;career_readiness;case_management;education;employment;general_support;homelessness;housing;independent_living;professional_skills;resume,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;education;employment;housing,43,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0383,16,New Castle,academic_support;career;career_readiness;case_management;education;employment;general_support;homelessness;housing;independent_living;professional_skills;resume,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0383,16,New Castle,academic_support;career;career_readiness;case_management;education;employment;general_support;homelessness;housing;independent_living;professional_skills;resume,R019,YMCA of Delaware Teen Workforce Development,Employment,Statewide,15,19,professional_skills;resume,23,High,Interest form / program enrollment,https://www.ymcade.org/teen-workforce-development/
YP-0383,16,New Castle,academic_support;career;career_readiness;case_management;education;employment;general_support;homelessness;housing;independent_living;professional_skills;resume,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support;career,22,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0383,16,New Castle,academic_support;career;career_readiness;case_management;education;employment;general_support;homelessness;housing;independent_living;professional_skills;resume,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,education;employment,22,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0384,14,Sussex,GED;case_management;credentials;education;financial_literacy;general_support;life_skills;postsecondary;transition_support,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,life_skills;transition_support,23,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0384,14,Sussex,GED;case_management;credentials;education;financial_literacy;general_support;life_skills;postsecondary;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0384,14,Sussex,GED;case_management;credentials;education;financial_literacy;general_support;life_skills;postsecondary;transition_support,R055,Delaware LGBTQ+ Resources and Organizations,LGBTQ+ Support,Statewide,0,99,education,12,Medium,Resource navigation,https://history.delaware.gov/lgbtq-history/local-lgbtq-resources-and-organizations/
YP-0384,14,Sussex,GED;case_management;credentials;education;financial_literacy;general_support;life_skills;postsecondary;transition_support,R027,Independent Resources Inc. Youth Transition Life Skills Program,Disability / Life Skills,Statewide,14,28,life_skills,12,Medium,Program inquiry / referral,https://www.iri-delaware.org/iri/25-transition-life-skills-program/
YP-0384,14,Sussex,GED;case_management;credentials;education;financial_literacy;general_support;life_skills;postsecondary;transition_support,R046,Junior Achievement of Delaware,Financial Literacy & Career,Statewide,5,18,financial_literacy,12,Medium,School/community program inquiry,https://delaware.ja.org/
YP-0385,15,Kent,academic_support;career;career_readiness;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;transition_support,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;transition_support,33,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0385,15,Kent,academic_support;career;career_readiness;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0385,15,Kent,academic_support;career;career_readiness;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;transition_support,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support;career,22,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0385,15,Kent,academic_support;career;career_readiness;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;transition_support,R046,Junior Achievement of Delaware,Financial Literacy & Career,Statewide,5,18,career_readiness;financial_literacy,22,Medium,School/community program inquiry,https://delaware.ja.org/
YP-0385,15,Kent,academic_support;career;career_readiness;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;transition_support,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0386,19,New Castle,career;career_pathway;case_management;college;community;employment;general_support;homelessness;housing;independent_living;job_training;mentorship;paid_work;positive_adult;postsecondary;young_adults,R022,West End Education and Employment Department,Employment & Education,New Castle,16,24,career_pathway;paid_work;postsecondary,33,High,Program inquiry,https://westendnh.org/programs/academic-education/
YP-0386,19,New Castle,career;career_pathway;case_management;college;community;employment;general_support;homelessness;housing;independent_living;job_training;mentorship;paid_work;positive_adult;postsecondary;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;employment;housing,33,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0386,19,New Castle,career;career_pathway;case_management;college;community;employment;general_support;homelessness;housing;independent_living;job_training;mentorship;paid_work;positive_adult;postsecondary;young_adults,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,community;employment;mentorship,32,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0386,19,New Castle,career;career_pathway;case_management;college;community;employment;general_support;homelessness;housing;independent_living;job_training;mentorship;paid_work;positive_adult;postsecondary;young_adults,R002,DSCYF ASSIST / Aftercare 18-21,Aftercare,Statewide,18,21,housing;independent_living,23,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/il-provider-resources/
YP-0386,19,New Castle,career;career_pathway;case_management;college;community;employment;general_support;homelessness;housing;independent_living;job_training;mentorship;paid_work;positive_adult;postsecondary;young_adults,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;mentorship,23,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0387,18,New Castle,career;career_pathway;community;education;employment;general_support;independent_living;job_training;mentorship;paid_work;positive_adult;postsecondary;young_adults,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,community;education;employment;mentorship,42,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0387,18,New Castle,career;career_pathway;community;education;employment;general_support;independent_living;job_training;mentorship;paid_work;positive_adult;postsecondary;young_adults,R022,West End Education and Employment Department,Employment & Education,New Castle,16,24,career_pathway;paid_work;postsecondary,33,High,Program inquiry,https://westendnh.org/programs/academic-education/
YP-0387,18,New Castle,career;career_pathway;community;education;employment;general_support;independent_living;job_training;mentorship;paid_work;positive_adult;postsecondary;young_adults,R017,Big Brothers Big Sisters of Delaware,Mentorship,Statewide,6,18,mentorship;positive_adult,23,High,Enroll youth / mentor match inquiry,https://bbbsde.org/
YP-0387,18,New Castle,career;career_pathway;community;education;employment;general_support;independent_living;job_training;mentorship;paid_work;positive_adult;postsecondary;young_adults,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0387,18,New Castle,career;career_pathway;community;education;employment;general_support;independent_living;job_training;mentorship;paid_work;positive_adult;postsecondary;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,education;employment,23,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0388,16,New Castle,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R022,West End Education and Employment Department,Employment & Education,New Castle,16,24,career_pathway;paid_work;postsecondary,33,High,Program inquiry,https://westendnh.org/programs/academic-education/
YP-0388,16,New Castle,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,community;employment;mentorship,32,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0388,16,New Castle,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R017,Big Brothers Big Sisters of Delaware,Mentorship,Statewide,6,18,mentorship;positive_adult,23,High,Enroll youth / mentor match inquiry,https://bbbsde.org/
YP-0388,16,New Castle,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,mentorship,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0388,16,New Castle,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support,13,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0389,19,Kent,career_pathway;college;general_support;independent_living;postsecondary;young_adults,R002,DSCYF ASSIST / Aftercare 18-21,Aftercare,Statewide,18,21,independent_living,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/il-provider-resources/
YP-0389,19,Kent,career_pathway;college;general_support;independent_living;postsecondary;young_adults,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support,13,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0389,19,Kent,career_pathway;college;general_support;independent_living;postsecondary;young_adults,R009,Foster Care Tuition Waiver Program,Education Funding,Statewide,18,26,college,13,High,Eligibility application / caseworker support,https://kids.delaware.gov/family-services/foster-care-tuition-waiver-program/
YP-0389,19,Kent,career_pathway;college;general_support;independent_living;postsecondary;young_adults,R011,Delaware Courts Scholarships for Foster Care Alumni,Education Funding,Statewide,18,26,postsecondary,12,Medium,Application support,https://courts.delaware.gov/childadvocate/scholarships.aspx
YP-0389,19,Kent,career_pathway;college;general_support;independent_living;postsecondary;young_adults,R010,Delaware Courts Youth in Transition / Scholarship Support,Education Funding,Statewide,18,26,college,12,Medium,Review eligibility and application steps,https://courts.delaware.gov/childadvocate/youth-in-transition.aspx
YP-0390,13,New Castle,career;career_pathway;college;employment;general_support;job_training;paid_work;postsecondary,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support,13,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0390,13,New Castle,career;career_pathway;college;employment;general_support;job_training;paid_work;postsecondary,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,career,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0390,13,New Castle,career;career_pathway;college;employment;general_support;job_training;paid_work;postsecondary,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,employment,12,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0391,15,New Castle,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;postsecondary;professional_skills;resume,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support;housing,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0391,15,New Castle,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;postsecondary;professional_skills;resume,R019,YMCA of Delaware Teen Workforce Development,Employment,Statewide,15,19,professional_skills;resume,23,High,Interest form / program enrollment,https://www.ymcade.org/teen-workforce-development/
YP-0391,15,New Castle,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;postsecondary;professional_skills;resume,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0391,15,New Castle,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;postsecondary;professional_skills;resume,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0391,15,New Castle,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;postsecondary;professional_skills;resume,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,career,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0392,17,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0392,17,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,education;employment,23,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0392,17,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support;career,22,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0392,17,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,education;employment,22,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0392,17,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0393,15,Kent,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;transition_support,33,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0393,15,Kent,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0393,15,Kent,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0393,15,Kent,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,career,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0393,15,Kent,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R055,Delaware LGBTQ+ Resources and Organizations,LGBTQ+ Support,Statewide,0,99,education,12,Medium,Resource navigation,https://history.delaware.gov/lgbtq-history/local-lgbtq-resources-and-organizations/
YP-0394,18,New Castle,academic_support;career;career_readiness;education;employment;general_support;independent_living;job_training;paid_work;young_adults,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0394,18,New Castle,academic_support;career;career_readiness;education;employment;general_support;independent_living;job_training;paid_work;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,education;employment,23,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0394,18,New Castle,academic_support;career;career_readiness;education;employment;general_support;independent_living;job_training;paid_work;young_adults,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support;career,22,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0394,18,New Castle,academic_support;career;career_readiness;education;employment;general_support;independent_living;job_training;paid_work;young_adults,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,education;employment,22,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0394,18,New Castle,academic_support;career;career_readiness;education;employment;general_support;independent_living;job_training;paid_work;young_adults,R002,DSCYF ASSIST / Aftercare 18-21,Aftercare,Statewide,18,21,independent_living,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/il-provider-resources/
YP-0395,18,New Castle,career_pathway;college;general_support;independent_living;postsecondary;young_adults,R022,West End Education and Employment Department,Employment & Education,New Castle,16,24,career_pathway;postsecondary,23,High,Program inquiry,https://westendnh.org/programs/academic-education/
YP-0395,18,New Castle,career_pathway;college;general_support;independent_living;postsecondary;young_adults,R002,DSCYF ASSIST / Aftercare 18-21,Aftercare,Statewide,18,21,independent_living,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/il-provider-resources/
YP-0395,18,New Castle,career_pathway;college;general_support;independent_living;postsecondary;young_adults,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support,13,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0395,18,New Castle,career_pathway;college;general_support;independent_living;postsecondary;young_adults,R009,Foster Care Tuition Waiver Program,Education Funding,Statewide,18,26,college,13,High,Eligibility application / caseworker support,https://kids.delaware.gov/family-services/foster-care-tuition-waiver-program/
YP-0395,18,New Castle,career_pathway;college;general_support;independent_living;postsecondary;young_adults,R011,Delaware Courts Scholarships for Foster Care Alumni,Education Funding,Statewide,18,26,postsecondary,12,Medium,Application support,https://courts.delaware.gov/childadvocate/scholarships.aspx
YP-0396,15,Sussex,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;job_training;paid_work;postsecondary,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support;housing,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0396,15,Sussex,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;job_training;paid_work;postsecondary,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
